index,Job Title,Job Description,,Industry,Sector
76,Business Analyst,"The Business Analyst (BA) works with stakeholders from all business units and related third parties to define and document business processes and software requirements for technology initiatives, including online products, content management systems, and business information systems. In addition, the Business Analyst will build test scripts and perform User Acceptance Testing, running tests, documenting results, organizing testing meetings, and preparing results for audit/compliance.

Responsibilities
Analyze current business processes and systems, define needs and document business change requirements
Work with various business groups to assess and enhance processes, systems and workflows
Monitors project progress by tracking activity; resolving problems; publishing progress reports; recommending actions
Draft system specifications
Configure business workflows
Work with IT coordinating systems enhancements and updates to meet business needs
Validate and verify requirements that meet business needs
Create/write test scripts, functional requirements and use cases for testing enhancements
Test systems to ensure specifications are met
Conduct training sessions on in-house applications via web-demonstrations and in person for new employees
Provides references for users by writing and maintaining user documentation and supplies help desk support
Qualifications
Knowledge of Vizio is a plus
Experience writing and reviewing business processes, functional design and working among development teams
Experience with User Acceptance Testing
Bachelors Degree preferred
Ability to work independently and contribute to team effort
Maintains user confidence and protects operations by keeping information confidential
Creative, analytical thinker and problem solver
Excellent communication skills: verbal, written and interpersonal
Exceptional ability to learn and teach new software systems/upgrades
Capable of multitasking and has consistent follow-up skills; meets deadlines
High attention to detail and accuracy, conscientious, professional demeanor, reliable
Exceptional time management skills
Requirements
1-3 years experience working as a BA interfacing with technical teams
Intermediate to advanced Microsoft office skills",,,
77,"Salesforce Business Systems Analyst, Advertising","This Business Systems Analyst role requires you to work cross functionally across Sales, Revenue Operations, Account management, Ad Operations, Finance, Ad Product and Ad Engineering teams. In this role you will be a versatile resource who has a passion for technology, strong communication skills, and enjoys solving complex business problems. This is a position where you can build and grow your skills as you work with the business teams to document requirements, clarify business needs, and deliver solutions on the Salesforce.com platform, through agile methodology. This role requires analytical, functional, and technical skills, along with best practice knowledge for using Salesforce.com technologies to provide positive business outcomes. Responsibility encompasses core systems spanning Salesforce, NetSuite, Roku internal and 3rd party applications. This role will be part of Advertising Product Management team.What You Will Do* Works closely with business owners to identify / understand business needs and translates these into effective solutions that are aligned with the technology roadmap and strategic direction of the team* Responsible for design and implementation within the scope of a business applications project* Performs gap analysis for as-is and to-be processes* Works with cross functional teams to create iterative prototypes of solutions as required to demonstrate and ensure business alignment with proposals* Works with business stakeholders to manage sprint deliverables, including successful user acceptance testing* Performs functional testing of sprint deliverables and assists the Quality Assurance team in defining regression test scenarios* Works in conjunction with the delivery team to present designs completed within a sprint cycle to business stakeholders, including system demos* Takes ownership of problems and proactively resolves problems, ensuring that solutions continue to meet business requirementsQualifications* Minimum of 5 years professional experience with the Salesforce.com platform, including hands-on experience with Declarative Tools. Salesforce Certifications are a plus. Digital Advertising experience is a plus.* Strong working knowledge of Salesforce Sales and Opportunity to Cash business process* Must be able to visualize, analyze, communicate and solve complex problems, and make disciplined decisions based on available information* Working knowledge and experience of agile processes* Bachelor's degree or equivalent* Role is based in San Jose or New York#LI-BD1",,IT Services,Information Technology
78,Senior Business Analyst,"Flip the Script on Rx Prices

At Flipt, we are determined to bring the human back to health care and invent a new kind of pharmacy benefit management program. Our mission is to provide easy-to-implement benefit solutions on an easy-to-use platform that promotes openness, offers choices, and lowers costs.

This is a unique opportunity to join a start-up in its early stages and help create a legendary client experience.

Why become a Senior Business Analyst?

Because you enjoy modeling ambiguity and charting a course through uncertainty. As a startup, we have many questions to answer. The senior analyst will provide valuable analytical output and quantitative insights to support both near-term plans as well as the long-term strategic vision.

You should enjoy modeling and data analysis to support quantitative-driven decision-making process. You are comfortable with data cleaning, manipulation, and analysis in Python/R or other statistics languages when large data requires these tools. And you're not afraid of industry and market research to stay ahead of the competitive environment.

This role will include a mix of long-term strategic projects and short-term tactical tasks.

Basic Qualifications:
4+ years' experience with pharmacy benefit managers, medical / pharmacy insurance plans, or other intermediaries in the healthcare space.
4+ years of relevant experience with data mining, SQL, reporting, and/or statistical modeling.
Ability to think clearly, problem-solve, and prioritize in a fast-paced and ambiguous environment.
Confidence to develop ideas independently and execute on them with limited supervision.
Familiar with Excel modeling using formulas.
BS Degree in Math, Statistics, Finance, or other quantitative disciplines.
Preferred Qualifications:
Experience working with an app-based platform.
Experience with R and/or Python.
Knowledge of SQL and Tableau (or other dashboard tools).
Master's degree in Math, Statistics, Finance, or other quantitative disciplines.
Equal Opportunity Employment

Equal employment opportunity is one of our most important people policies at Flipt. Our policy strictly prohibits discrimination with respect to employment, or any of the terms and conditions of employment, on the basis of race, creed, religion, color, national origin, citizenship, ancestry, age, gender identity or expression, affectional or sexual orientation, marital status, domestic partnership, familial status, atypical hereditary cellular or blood trait, disability (including AIDS and HIV infection), genetic information, liability for service in the United States armed forces, or any other legally protected status. Flipt is dedicated to ensuring that all personnel decisions are made in accordance with these principles; it's inherent in our values and a moral commitment for Flipt.",,,
79,Business Analyst,"Role Business Analyst with Vermilion exp Location NYC, NY Client Neuberger Berman Group LLC Job Description 6+ years of experience as Business Analyst working with Financial Clients. Sound Knowledge of Capital market domain Knowledge of Client reporting Should have Understanding of Account Portfolio , Benchmark data, Account performance, Contribution, Cash flows, AUM, Transaction data and reports i.e. Capital gain purchase Should be able to Write specification for reports, which data source and components to be used in the reports Should be able Help in derivation of calculated fieldsdata in the reports after discussion with business users Should be able to confirm if new Vermillion Reporting System report values are bettermore accurate than the current report whenever there is a discrepancy between the two Good to have knowledge of Vermilion reporting or other reporting tools and SQL (Optional)",,Consulting,Business Services
80,Business Analyst,"Job Description
Description

We are hiring a Business Analyst to join our project team. You will work alongside other business analysts and report directly to the project manager. Your main tasks will include performing detailed requirements analysis, documenting processes, and performing some user
acceptance testing. To succeed in this role you should have a natural analytical way of thinking and be able to explain difficult concepts to non-technical users.

Responsibilities:

‚óè Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.
‚óè Leading ongoing reviews of business processes and developing optimization strategies.
‚óè Staying up-to-date on the latest process and IT advancements to automate and modernize systems.
‚óè Conducting meetings and presentations to share ideas and findings.
‚óè Performing requirements analysis.
‚óè Documenting and communicating the results of your efforts.
‚óè Effectively communicating your insights and plans to cross-functional team members and management.
‚óè Gathering critical information from meetings with various stakeholders and producing useful reports.
‚óè Requirement gathering.
‚óè Working closely with clients, technicians, and managerial staff.
‚óè Providing leadership, training, coaching, and guidance to junior staff.
‚óè Allocating resources and maintaining cost efficiency.
‚óè Ensuring solutions meet business needs and requirements.
‚óè Performing user acceptance testing.
‚óè Managing projects, developing project plans, and monitoring performance.
‚óè Updating, implementing and maintaining procedures.
‚óè Prioritizing initiatives based on business needs and requirements.
‚óè Managing competing resources and priorities.
‚óè Monitoring deliverables and ensuring timely completion of projects.

Requirements:

‚óè A bachelor‚Äôs degree in business or related field or an MBA.
‚óè A minimum of 2 years of experience in business analysis or a related field.
‚óè The ability to influence stakeholders and work closely with them to determine acceptable solutions.
‚óè Good documentation skills.
‚óèExperience creating detailed reports and giving presentations.",,IT Services,Information Technology
81,Business Analyst,"TSR is a premier National U.S. Staffing company with over 50 years of staffing excellence.

Our client, a leading financial company is hiring a Business Analystmon a cpontract basis.

Work Location: New York, NY

Job Description:

This position is for a Business Analysis for the FA Platforms Team at the New York offices. The charter of this team is to provide business analysis support for the FA Platforms to help drive the requirements, execution of the technical redesign and strategy of the platform to meet the goals of the business and delivery/implementation.

Required Skills:
Excellent communication skills, both verbal and written
Self- motivated individual that will dig deep to uncover facts and not rely on assumptions or hearsay
Assertive individual who can push and facilitate requirements discussion with minimum to no level of supervision.
Ability to manage requirements and definition of the overall platform, keeping focus on technical requirements for users to be able to successfully use and navigate through the platform on their day to day activities.
Liaison between Business Users and Technical team in analysis & design
Well defined and structured individual who can document, track and work on Functional, Data requirements seamlessly with minimum supervision
Identifies opportunities for improving business processes through information systems Plans, organizes and conduct walkthrough with Business Units and Technical team for common understanding across teams of requirements and sign off
Provides technical assistance to peers, mentoring where ever applicable
Exposure to Agile/Scrum is a must.
Basic Financial Services knowledge is sufficient but Technical knowledge is a must (e.g. Ability to understand system behavior, interaction and dependencies, Data knowledge etc)
Furthermore, this position will work with the ScrumMaster, Product Owners, PMs and business/data analysts in the team and work with other platform teams, driving issue analysis & resolution, educating peers, and drive the project throughout the SDLC process until execution.

The candidate should be flexible, highly adaptable and excellent team player. The candidate should expect to work in a global virtual team along with NY and India team members, sometimes across multiple time zones.

The ideal candidate will be a self-motivated team player committed to delivering on time and should be able to work under minimal supervision

Please contact me directly if you are interested in learning more about this opportunity or to discuss our referral program if you know anyone that may be interested.

Regards,

Patrick Smith
Senior Recruiter
646-668-4440
psmith@tsrconsulting,com",,Staffing & Outsourcing,Business Services
82,AVP Markets Execution Business Analyst - Project Manager,"AVP Markets Execution Business Analyst - Project Manager745 7th Avenue, New York, NYThe Investment Banking Technology department develops, maintains and supports specialist applications and technology services for the use by Barclays Corporate and International.What you'll be doing?* Serve as Equities Technology Business Analyst, Project Manager, and Subject Matter Expert; areas of focus will include, execution workflows, order management, exchange and client connectivity, and regulatory reporting obligations.* Full ownership and in-depth knowledge of application functionality required to train and on-board new users potentially unfamiliar with detailed workings of equities applications.* Write detailed business and integration requirements documents using the Confluence/Wiki based documentation approach aligned with an Agile / sprint-based development methodology.* Create detailed GUI mock-ups and other visual requirements to be presented alongside user requirements to development teams and key stakeholders.* Work actively and closely with software development teams to ensure user requirements are clearly understood and developed as specified in the documentation.* Participate in software development staff planning as they write detailed functional and design specifications to govern field, message, and user interface level details.* Gather development and testing estimates and including these in formal project plans.* Conduct comprehensive functional testing during the development process ahead of QA and UAT* Document use-cases for inclusion by QA within formal regression test suite and working with user acceptance testing (UAT) staff on user testing.* Work closely with run the bank staff on release planning of projects.What we're looking for:* Bachelor's Degree in MIS, Computer Science, Engineering or Finance or equivalent* 2+ years working in with equities trading applications* 8+ years working in the Investment Banking industrySkills that will help you in the role:* Experience working in the technology industry* Proven ability to influence and manage across multiple teams and regions to deliver complex projectsWhere will you be working?Barclays' U.S. headquarters is located at 745 Seventh Avenue in New York, NY. At Barclays, we offer you an engaging and challenging environment, giving you the opportunity to make the most of your unique set of skills. We also have an extensive range of learning and development initiatives designed to support you both personally and professionally.About Barclays in the USBarclays offers corporate and investment banking and credit card services in the US. Our 10,000 US colleagues are located in offices across the country, with headquarters in New York City. In 2017, Barclays announced plans to create a world-class campus in Whippany, New Jersey, for our Technology, Operations and Functional teams in the US. The Whippany campus will play an important role in Barclays' future, bringing together a number of Chief Operating Office (COO) and Functions teams in a single state-of-the-art work environment and will become one of the flagship sites in our global footprint. Planning is ongoing, and as we seek to hire and retain the best talent in the industry in this strategically important site for Barclays, this role may move to the Whippany campus in the near future.Interested and want to know more about Barclays? Visit home.barclays/who-we-are/ for more details.Our ValuesEverything we do is shaped by the five values of Respect, Integrity, Service, Excellence and Stewardship. Our values inform the foundations of our relationships with customers and clients, but they also shape how we measure and reward the performance of our colleagues. Simply put, success is not just about what you achieve, but about how you achieve it.Our DiversityWe aim to foster a culture where individuals of all backgrounds feel confident in bringing their whole selves to work, feel included and their talents are nurtured, empowering them to contribute fully to our vision and goals.It is the policy of Barclays to ensure equal employment opportunity without discrimination or harassment on the basis of race, color, creed, religion, national origin, alienage or citizenship status, age, sex, sexual orientation, gender identity or expression, marital or domestic/civil partnership status, disability, veteran status, genetic information, or any other basis protected by law.Our BenefitsOur customers are unique. The same goes for our colleagues. That's why at Barclays we offer a range of benefits, allowing every colleague to choose the best options for their personal circumstances. These include a competitive salary and pension, health care and all the tools, technology and support to help you become the very best you can be. We are proud of our dynamic working options for colleagues. If you have a need for flexibility, then please discuss this with us.",,Banks & Credit Unions,Finance
83,Business Analyst,"At Veeva, we build enterprise cloud technology that powers the biggest names in the pharmaceutical, biotech, consumer goods, chemical & cosmetics industries. Our customers make vaccines, life-saving medicines, and life-enhancing products that make a difference in everyday lives. Our technology has transformed these industries; enabling them to get critical products and services to market faster. Our core values, Do the Right Thing, Customer Success, Employee Success, and Speed, guide us as we make our customers more efficient and effective in everything they do.

The Role

As a Business Analyst you will work closely with the product management and quality compliance teams translating design documents into functional specifications. System process mapping and business requirements are to be well documented in order to deliver high quality solutions. You will also help improve efficiencies and quality of documentation within the business.
What You'll Do
Transform and maintain current and future design documents into functional business requirements in cooperation with Product Management
Ensure the quality and timeliness of the requirements process to drive prompt and efficient validation processes
Confirm consistent traceability of design documents to functional business requirements
Evaluate and prioritize requirements for risk-based validation testing based on impacting government regulations
Work with compliance and validation teams to communicate requirements in a manner that allows for efficient and effective validation outputs
Assist the technical writer in developing documentation for various application modules
Requirements
5+ years of direct experience with business analysis experience and demonstrable experience with computer systems validation preferably within the pharmaceutical industry
Strong background in business process analysis, requirements engineering, and process design modeling
Excellent verbal and written communication with the ability to present complex design concepts into clear and concise requirements
Self-motivated, resourceful, and able to meet responsibilities with minimal direct supervision
Experience with 21 CFR Parts 11 and 203
Bachelor‚Äôs Degree from a 4 year accredited institution
Nice to Have
Experience with SaaS based solutions, especially Salesforce
Perks & Benefits
Flexible PTO
Allocations for continuous learning & development
Health & wellness programs


Veeva‚Äôs headquarters is located in the San Francisco Bay Area with offices in more than 15 countries around the world.

Veeva is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, sex, sexual orientation, gender identity or expression, religion, national origin or ancestry, age, disability, marital status, pregnancy, protected veteran status, protected genetic information, political affiliation, or any other characteristics protected by local laws, regulations, or ordinances.",,Enterprise Software & Network Solutions,Information Technology
84,Business Analyst,"The candidate will be providing financial modeling to enable decisions regarding IT projects and programs.Will require expert financial modeling experience and advanced Excel, knowledge of engagement economics and IT cost accounting. IT projects, operations, and charge-back knowledge is essential.

The analyst will analyze each deliverable, ensuring profitability and value for money to the end client.

Responsibilities:

Financial management and benefits realization reporting on each project stage
Financial modeling to assist client in making decisions
Designing dashboards for the client
Working with the finance and sales teams and reviewing profitability
Working with the pre-sales team to understand a client's program goals and writing the financial report for the statement of work
Incorporating deliverables identified into the post-sales design
Create reporting dashboards for the client

Education and Experience:

4 years of analysis and data gathering
5 years' experience of IT Budget or Cost Center Management
Ability to assess and mitigate risks
Ability to connect project results and business/financial benefits
Experience of working in financial services/technology
Good knowledge of modeling, cost accounting and benefits realization
Data Visualization using tools like Tableau or Power BI
Good MS Office experience - advanced Excel

Job Requirements:
financial modeling, IT cost accounting",,Consulting,Business Services
85,Business Analyst - IT,"SoHo Dragon represents an Investment Bank with offices in midtown Manhattan. Our client is looking for a business analyst, IT, focuses on improving operations that involve information technology within a company.

The business analyst offers consultation to management in an effort to help the company become more effective.

The IT business analyst will analyze the hardware, software, and IT services that are being employed in a company.

Analyses will have to be carried out in order to determine areas that need improvement.

It is also important to have strong research skills in order to determine the latest trends and solutions.

The analyst will then peruse the results and make suggestions as to what should be changed regarding company IT policies, IT structure, and IT operations.

When problems are detected, the analyst should carry out problem-solving techniques in order to come up with a solution.

When solutions are implemented, the analyst should continue to monitor these solutions to analyze their efficiency and to make continuous improvements.

Knowledge of SQL is important, in order to be able to analyze data from databases.

The business analyst should be able to carry out analyses, such as cost benefit analyses. Therefore, strong mathematical skills are essential.

Presentation and report-making skills are important in order to present the findings to upper management.

Requires a master‚Äôs degree in information technology or a related field.

Prefers proven experience in IT business analyses over the educational requirements. .",,,
86,Business Analyst,"Job Description

Are you a skilled Business Analyst with a solid financial services background?

If you're interested in a long-term position with an industry leader, we may have the ideal role for you in NYC.

This is a contract to hire opportunity and applicants must be willing and able to work on a w2 basis. For our w2 consultants, we offer a great benefits package that includes Medical, Dental, and Vision benefits, 401k with company matching, and life insurance.

Responsibilities of the Business Analyst:

Elicit, define, and document business requirements
Write functional specifications and perform business process design with ops teams
Liaise between internal and external business community and IT teams
Lead requirements validation and perform system integration testing

Requirements of the Business Analyst:

Bachelor's degree in a relevant discipline required
At least 5 years of experience as a BA
Background in financial services
Project management experience
Ability to communicate across diverse stakeholders
Detail-oriented; ability to lead a project from end to end
Domain knowledge in FX Risk Management and/or legal documentation is ideal

Keywords: Business Analyst, Project Management, Business Process Improvement, FX Risk Management, Financial Services

Job ID: 338104

About Eliassen Group:

Eliassen Group provides strategic talent solutions to drive our clients innovation and business results. Leveraging over 30 years of success, our expertise in IT staffing, Agile consulting, creative services, managed services, and life sciences enables us to partner with our clients to execute their business strategy and scale effectively. Headquartered in Reading, MA and with offices from coast to coast, Eliassen Group offers local community presence, deep networks, as well as national reach. For more information, visit http://www.eliassen.com.

Eliassen Group is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.

Dont miss out on our referral program! If we hire a candidate that you refer us to then you can be eligible for a $1,000 referral check!",,Staffing & Outsourcing,Business Services
87,Business Analyst,"The Business Analyst (BA) works with stakeholders from all business units and related third parties to define and document business processes and software requirements for technology initiatives, including online products, content management systems, and business information systems. In addition, the Business Analyst will build test scripts and perform User Acceptance Testing, running tests, documenting results, organizing testing meetings, and preparing results for audit/compliance.

Responsibilities
Analyze current business processes and systems, define needs and document business change requirements
Work with various business groups to assess and enhance processes, systems and workflows
Monitors project progress by tracking activity; resolving problems; publishing progress reports; recommending actions
Draft system specifications
Configure business workflows
Work with IT coordinating systems enhancements and updates to meet business needs
Validate and verify requirements that meet business needs
Create/write test scripts, functional requirements and use cases for testing enhancements
Test systems to ensure specifications are met
Conduct training sessions on in-house applications via web-demonstrations and in person for new employees
Provides references for users by writing and maintaining user documentation and supplies help desk support
Qualifications
Knowledge of Vizio is a plus
Experience writing and reviewing business processes, functional design and working among development teams
Experience with User Acceptance Testing
Bachelors Degree preferred
Ability to work independently and contribute to team effort
Maintains user confidence and protects operations by keeping information confidential
Creative, analytical thinker and problem solver
Excellent communication skills: verbal, written and interpersonal
Exceptional ability to learn and teach new software systems/upgrades
Capable of multitasking and has consistent follow-up skills; meets deadlines
High attention to detail and accuracy, conscientious, professional demeanor, reliable
Exceptional time management skills
Requirements
1-3 years experience working as a BA interfacing with technical teams
Intermediate to advanced Microsoft office skills",,,
88,Business Analyst,"Business Analyst
Our client, a global financial services firm and a market leader in securities, asset management and credit services, is seeking a Business Analyst

Location: New York, NY
Position Type: Contract

Position Summary:

This position is for a Business Analysis for the FA Platforms Team at the New York offices.

The charter of this team is to provide business analysis support for the FA Platforms to help drive the requirements, execution of the technical redesign and strategy of the platform to meet the goals of the business and delivery/implementation.

Furthermore, this position will work with the ScrumMaster, Product Owners, PMs and business/data analysts in the team and work with other platform teams, driving issue analysis & resolution, educating peers, and drive the project throughout the SDLC process until execution.

The candidate should be flexible, highly adaptable and excellent team player. The candidate should expect to work in a global virtual team along with NY and India team members, sometimes across multiple time zones. The ideal candidate will be a self-motivated team player committed to delivering on time and should be able to work under minimal supervision.

Job Responsibilities:

-Liaison between Business Users and Technical team in analysis & design
-Well defined and structured individual who can document, track and work on Functional, Data requirements seamlessly with minimum supervision
-Identifies opportunities for improving business processes through information systems
-Plans, organizes and conduct walkthrough with Business Units and Technical team for common understanding across teams of requirements and sign off
-Provides technical assistance to peers, mentoring wherever applicable

Required Skills:

-Excellent communication skills, both verbal and written
-Self- motivated individual that will dig deep to uncover facts and not rely on assumptions or hearsay
-Assertive individual who can push and facilitate requirements discussion with minimum to no level of supervision.
-Ability to manage requirements and definition of the overall platform, keeping focus on technical requirements for users to be able to successfully use and navigate through the platform on their day to day activities.
-Exposure to Agile/Scrum is a must.
-Basic Financial Services knowledge is enough but Technical knowledge is a must (e.g. Ability to understand system behavior, interaction and dependencies, Data knowledge etc.)",,Staffing & Outsourcing,Business Services
89,Business Analyst,"Our client is conducting a search for an experienced Business Analyst reporting to the Director of R&D IT. This role will partner with leaders in the R&D and QA, to ensure delivery of information technology solutions that generate business value. This role will also interface with other IT team members and partnering business functions to ensure successful alignment across groups.

The IT Business Analyst -R&D role engages with business users to understand and document detailed business requirement, workflows, reporting specifications and help define operational system processes. This position requires having a good understanding of Pharmaceutical R&D business processes specifically in the areas of Clinical Operations, Clinical Development, Regulatory Affairs & Quality Systems. This person will have the ability to analyze and understand the usage of existing system landscape both on-premise as well as COTS/SaaS solution capabilities and create detailed business requirements for implementation using the right fit model. The position also requires strong project management, written and verbal communication skills and an ability to collaborate with management, users and other teams within the organization.

The ideal candidate will be well versed in technologies used in R&D and Quality such as CTMS/EDC, SAS, Veeva, Master Control, EDMS and other analytical software packages. Role works with department leads to identify opportunities, develops business cases, defines requirements and works closely with counterparts and the project team to ensure successful system implementations and their support.

Requirements
The individual will work closely with clients to understand their business, the challenges they face, and how best to introduce technology as an enabler to support them in achieving their goals and operational effectiveness.
The candidate should be able to provide valuable thought leadership that helps drive business success. They should be comfortable listening and understanding business needs, asking insightful questions, and working with a team to solution and execute on the solution.
Portfolio Management in this position outlines your responsibility for managing the business / client requests and working with the Director of R&D IT in demand planning, portfolio and financial management for all IT engagements.
Project Ownership as a responsibility requires you to drive execution of key projects as well as understand how they work and integrate into the business ecosystem.
Perform business and functional analysis activities for projects as required. Analyze business requests to determine the best approach to creating successful resolution delivery solutions/projects effectively and efficiently.
Process understanding and documentation. Ensure that project documentation is complete and all Quality requirements are executed upon.
Ensure that all customer expectations have been met through delivery of services or projects
Analyze and understand existing system landscape utilized by R&D, identify opportunities for improvement and make proposals for solution implementation
Create, manage and maintain process diagrams and process definition documents
Gathering and analyzing requirements to improve existing processes
Evaluate processes and existing technology and platform and their ability to provide efficient and effective control in relationship to industry 'best practices'
Be the ""Go To"" resource for business users in troubleshooting 2 nd level system issues
Performing the role of project manager in leading and managing implementations of on-premise as well as 3rd party applications.
Assess business needs, scout for technology solutions in the market and onboard optimum solution to enhance business productivity.
Other duties as assigned
Required Experience

Experience and Skills

Qualifications
Bachelors in a field related to Information Technology, Science or Business
5+ years of experience working as a System Analyst within R&D IT environment
5+ years of experience in project management and business analysis
PMP certification is a plus
Understanding the Business - Will know the business and the mission-critical technical and functional skills needed to do the job; understands various types of business propositions and how businesses operate in general; learns new methods and technologies easily.
Communicating Effectively - Writes and presents effectively; adjusts to fit the audience and the message; strongly gets a message across.
Ability to work well within a team to learn and share knowledge
Ability to speak the user‚Äôs language when talking to the business and the ability to speak technology when devising the solution with other colleagues in IT
Have keen sense of quality awareness to support regulated system processes
Willing to travel to the other offices if needed
Skills & Knowledge
Hands on working knowledge of SAS as an implementer - installed, configured and supported SAS applications
Good understanding of Veeva R&D suites specifically Submission & Registration Vaults
Familiar with CTMS/EDC applications and related technology/processes
Familiar with Quality Management Systems and related technologies such as MasterControl, Electronic Document Management System
System validation experience is a must
Good understanding of SDLC and CFR Part 11 is a big plus
MS SharePoint Online, Office 365 experience
Agile Project Management
Business Analysis/Requirements Analysis
Life Sciences Analytics Experience and familiarity with various tools such as Spotfire/EAST
Knowledge/Experience with the IT Infrastructure Library (ITIL) framework - a plus
Experience working on a Life Sciences organization",,,
90,Business Analyst,"Job Description
Hi,

This is Anoop from Insigma Inc., if you are looking for job change or available in the job market so please send me your updated resume at anoop.kumar@us.insigmainc.com or call me at 703-344-9674 *124.

Role: Business Analyst

Location: Jersey City, NJ & Monterey Park, CA

Duration: 6+ Months

Role Description Functional analyst for Vena application

Competencies Business Analysis, IFS Functional Consultant, Oracle eBS - Financials Advanced

Experience (Years) 80

Essential Skills Skills Mandatory : Functional analyst for Vena application

Desirable Skills Skills Desired : functional analyst for Vena application",,Computer Hardware & Software,Information Technology
91,Business Analyst,"Hello Associates,

***Greetings from Conch Technologies***

Position: Business Analyst

Location: NYC, NY

Qualifications

?¢ Develops detailed documentation of client needs; gathers both functional and non-functional requirements
?¢ Experience using Atlassian tools Confluence and Jira
?¢ Creates detailed user stories including acceptance criteria
?¢ When needed identifies, develops and supports business process changes
?¢ Experience defining software requirements for complex products using the Agile software delivery methodology
?¢ Ability to understand complex technical concepts and present them in simple terms to non-technical team members and clients.
?¢ Interacts with Office of Information Technology (OIT) PMs and their customers.
?¢ Develops and deliver supporting business processes",,Consulting,Business Services
92,Business Analyst,"JobTitle: Technical Business Analyst
Location: New York City
Duration: 6 months to start with extensions expected

To apply or for more information please email Elizabeth.Fox@NTTData.com
Lead requirements elicitation for Client's new group data reporting solution.
Good level of Insurance domain understanding, ideally, but not essential, will have experience in data warehousing projects.
Responsible for creating Business Requirement Documentation for Group Level reporting requirements, working across US, UK and Bermuda.
Engage stakeholders and lead and run workshops across US, UK and Bermuda.
In parallel understand and capture the local reporting requirements in the US, to feed into the GDS solution in a later phase.
Understanding of Azure DevOps, which is the tool of choice, to build and manage the requirements backlog.
Some technical understanding regarding data models and database design development
Technical skills including specific tools, methodologies, frameworks : MS Azure cloud, Azure Data Factory, Azure SQL Server, Power BI, Azure DevOps, GIT and SQL Management studio
Client facing, communication, soft skills required, specific experience, industry experience. 6-8 years experience
This position will be remote until Covid=19 restrictions are lifted

The Company is an equal opportunity employer and makes employment decisions on the basis of merit and business needs. The Company will consider all qualified applicants for employment without regard to race, color, religious creed, citizenship, national origin, ancestry, age, sex, sexual orientation, genetic information, physical or mental disability, veteran or marital status, or any other class protected by law. To comply with applicable laws ensuring equal employment opportunities to qualified individuals with a disability, the Company will make reasonable accommodations for the known physical or mental limitations of an otherwise qualified individual with a disability who is an applicant or an employee unless undue hardship to the Company would result.",,Accounting,Accounting & Legal
93,Business Analyst,"DatamanUSA LLC?Çhas an exciting opportunity for a talented Business Analyst?Ç?Çto work onsite with one of our government clients in?ÇNew York, NY. DatamanUSA, LLC is fully committed to Equal Employment Opportunity

Job Details:

Title: Business Analyst

Location: New York, NY, 10038

Duration: 24 Months

Required Skill:

?Ç60 - 84 Months:?ÇCandidate is able to work independently, without assistance and provides guidance to others. May have an advanced education.?Ç(Required)

?Ç60 months experience?Çfacilitating meeting with users to identify & gather business requirements.

?Ç60 months experience?Çdocumenting functional requirement, business rules & complex security requirements.

?Ç48 months experience?Çin writing test plans & cases and Performing unit & regression testing.

?Ç48 months?Çstrong SQL coding experience for writing SQL data queries for extraction and/or validation of application data.

?Ç12 months experience?Çwith SharePoint for writing and Maintaining team/project documentation.

?ÇBachelor's degree",,IT Services,Information Technology
